Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
article,How Either Candidate Could Win Georgia’s Senate Runoff,https://fivethirtyeight.com/features/how-either-candidate-could-win-georgias-senate-runoff/,Alex Samuels,"Nov. 30, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Georgia Senate Runoff,20
article,"When Democracy Was On The Ballot In 2022, Voters Usually Chose It",https://fivethirtyeight.com/features/rogers-democracy-on-ballot-1129/,Kaleigh Rogers,"Nov. 29, 2022, at 6:00 AM",Donald Trump; 2022 Election; Democracy; Election Deniers On The Ballot,18
podcast,"If Biden Doesn’t Run In 2024, Who Will?",https://fivethirtyeight.com/videos/if-biden-doesnt-run-in-2024-who-will/,Galen Druke; Alex Samuels; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Nov. 28, 2022",Politics Podcast; Video; Joe Biden; Congress; Georgia Senate; Georgia Senate Runoff; 2024 Democratic Primary; 2024 Draft,14
podcast,Politics Podcast: Where The Georgia Runoff Stands ,https://fivethirtyeight.com/features/politics-podcast-where-the-georgia-runoff-stands/,Galen Druke; Alex Samuels; Nathaniel Rakich; Amelia Thomson-DeVeaux,"Nov. 28, 2022",FiveThirtyEight Podcasts; Politics Podcast; Georgia Senate Runoff; 2024 Primaries,5
article,Few Midterm Voters Backed Different Parties For Senate And Governor,https://fivethirtyeight.com/features/few-midterm-voters-backed-different-parties-for-senate-and-governor/,Geoffrey Skelley,"Nov. 28, 2022, at 2:00 PM",2022 Election; 2022 Midterms; Nevada; New Hampshire; 2022 Senate Elections; 2022 Governors Elections; Vermont; Split ticket,6
article,What Can The 2022 Midterms Tell Us About 2024?,https://fivethirtyeight.com/features/what-can-the-2022-midterms-tell-us-about-2024/,Monica Potts; Nathaniel Rakich; Kaleigh Rogers; Alex Samuels; Geoffrey Skelley,"Nov. 28, 2022, at 6:00 AM",2022 Election; Slack Chat; 2022 Midterms; Georgia Senate; 2022 Election Forecast; Arizona Politics; Pennsylvania Senate; Ohio Senate; Pennsylvania Politics; Georgia Governor,16
podcast,When Did The Party Of Reagan End?,https://fivethirtyeight.com/videos/when-did-the-party-of-reagan-end/,Galen Druke,"Nov. 21, 2022",Politics Podcast; Video; Republicans; Newt Gingrich; Ronald Reagan,23
video,DYBT … Trump Is The Frontrunner For The 2024 GOP Nomination?,https://fivethirtyeight.com/videos/dybt-trump-is-the-frontrunner-for-the-2024-gop-nomination/,Nate Silver,"Nov. 21, 2022",Donald Trump; Video; Featured video; Do You Buy That; 2024 Presidential Election,12
podcast,Politics Podcast: How The '90s Shaped Today's GOP ,https://fivethirtyeight.com/features/politics-podcast-how-the-90s-shaped-todays-gop/,Galen Druke,"Nov. 21, 2022",Donald Trump; FiveThirtyEight Podcasts; Politics Podcast; Newt Gingrich; Ronald Reagan; Rush Limbaugh,7
article,How A Data Processing Error Changed Our Deluxe Forecast,https://fivethirtyeight.com/features/how-a-data-processing-error-changed-our-deluxe-forecast/,None/All,"Nov. 18, 2022, at 2:11 PM",2022 Election; Housekeeping,16
article,So You Think You Can Explain The Election,https://fivethirtyeight.com/features/election-explanations-are-hard/,Maggie Koerth,"Nov. 18, 2022, at 10:19 AM",Polling; 2022 Election; 2022 Midterms; Polling Bias; Data,22
article,"Election Denialism Lives On, Even As Candidates Who Support It Concede",https://fivethirtyeight.com/features/election-denialism-lives-on-even-as-candidates-who-support-it-concede/,Zoha Qamar,"Nov. 18, 2022, at 6:00 AM",2022 Election; Pollapalooza; Election Deniers; Polla,12
article,Abortion Was Always Going To Impact The Midterms,https://fivethirtyeight.com/features/abortion-was-always-going-to-impact-the-midterms/,Mary Radcliffe; Amelia Thomson-DeVeaux,"Nov. 17, 2022, at 6:00 AM",2022 Election; Abortion,17
article,The Midterms Made State Governments Bluer,https://fivethirtyeight.com/features/2022-governor-state-government/,Nathaniel Rakich,"Nov. 17, 2022, at 6:00 AM",2022 Election; 2022 Midterms; State Legislatures; 2022 Governors Elections; State Legislature Elections; Trifectas; State Government,10
article,Why Lauren Boebert Didn’t Cruise To Victory,https://fivethirtyeight.com/features/why-lauren-boeberts-race-is-so-close/,Kaleigh Rogers,"Nov. 17, 2022, at 6:00 AM",Donald Trump; 2022 Election; Colorado; Election Deniers,16
podcast,"Will Trump Win The Republican Nomination, Much Less The Presidency?",https://fivethirtyeight.com/videos/will-trump-win-the-republican-nomination-much-less-the-presidency/,Galen Druke; Nate Silver,"Nov. 16, 2022",Donald Trump; Politics Podcast; Video; 2024 Presidential Election,5
article,Republicans Won The House — Barely,https://fivethirtyeight.com/features/house-control-republicans/,Nathaniel Rakich,"Nov. 16, 2022, at 7:12 PM",2022 Election; 2022 Midterms; 2022 House Elections; 2022 Election Forecast,19
podcast,Emergency Podcast: Will Trump Win The GOP Nomination? ,https://fivethirtyeight.com/features/emergency-podcast-will-trump-win-the-gop-nomination/,Galen Druke; Nate Silver,"Nov. 16, 2022",Donald Trump; FiveThirtyEight Podcasts; Politics Podcast; 2024 Republican Primary; Ron DeSantis,4
article,A Historic Number Of Women Will Be Governors Next Year,https://fivethirtyeight.com/features/a-historic-number-of-women-will-be-governors-next-year/,Meredith Conroy; Amelia Thomson-DeVeaux,"Nov. 16, 2022, at 11:04 AM",2022 Election,4
article,Why DeSantis Is A Major Threat To Trump’s Reelection,https://fivethirtyeight.com/features/why-desantis-is-a-major-threat-to-trumps-reelection/,Nate Silver,"Nov. 16, 2022, at 6:00 AM",2024 Republican Primary; Ron DeSantis; President Trump,28
article,Why Trump Is Favored To Win The 2024 Republican Presidential Primary,https://fivethirtyeight.com/features/trump-2024-president/,Nathaniel Rakich,"Nov. 15, 2022, at 9:33 PM",Donald Trump; 2024 Presidential Election; 2024 Election; 2024 Republican Primary; Ron DeSantis,23
article,Turnout Was High Again. Is This The New Normal?,https://fivethirtyeight.com/features/turnout-was-high-again-is-this-the-new-normal/,Monica Potts,"Nov. 15, 2022, at 11:46 AM",2022 Election,16
article,Congress Will Have The Most Black Republicans In Over A Century,https://fivethirtyeight.com/features/congress-will-have-the-most-black-republicans-in-over-a-century/,Alex Samuels,"Nov. 15, 2022, at 6:00 AM",2022 Election; Republicans; 2022 Midterms; GOP,10
podcast,Who Will Have The Advantage In The Georgia Runoff?,https://fivethirtyeight.com/videos/who-will-have-the-advantage-in-the-georgia-runoff/,Galen Druke; Nate Silver,"Nov. 14, 2022",Politics Podcast; Video; Polling; 2022 Election; 2022 Midterms; Model Talk,8
podcast,Politics Podcast: Why Democrats Beat Historical Trends In 2022 ,https://fivethirtyeight.com/features/politics-podcast-why-democrats-beat-historical-trends-in-2022/,Galen Druke; Nate Silver,"Nov. 14, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Public Opinion; Model Talk,9
video,Do You Buy That … Sen. Raphael Warnock Is Favored In Georgia’s Senate Runoff?,https://fivethirtyeight.com/videos/do-you-buy-that-sen-raphael-warnock-is-favored-in-georgias-senate-runoff/,Nate Silver,"Nov. 14, 2022",Video; 2022 Election; Featured video; Do You Buy That,12
article,A Blue Nevada Means Democrats Will Keep Control Of The Senate,https://fivethirtyeight.com/features/a-blue-nevada-means-democrats-will-keep-control-of-the-senate/,Geoffrey Skelley,"Nov. 12, 2022, at 10:00 PM",2022 Election; 2022 Midterms; Democrats; Senate Democrats; Senate Republicans; Swing States; Georgia Senate Runoff; Mark Kelly; Catherine Cortez Masto,30
podcast,When We Could Know The Results In The House And Senate,https://fivethirtyeight.com/videos/when-we-could-know-the-results-in-the-house-and-senate/,Galen Druke; Nathaniel Rakich; Geoffrey Skelley,"Nov. 10, 2022",Politics Podcast; Video; 2022 Election; Senate; 2022 Midterms; House of Representatives,18
podcast,Politics Podcast: What We've Learned From The 2022 Midterm Results ,https://fivethirtyeight.com/features/politics-podcast-what-weve-learned-from-the-2022-midterm-results%ef%bf%bc/,Galen Druke; Nathaniel Rakich; Geoffrey Skelley,"Nov. 10, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Public Opinion,10
article,Denying The 2020 Election Wasn’t A Winning Strategy For Political Newcomers,https://fivethirtyeight.com/features/denying-the-2020-election-wasnt-a-winning-strategy-for-political-newcomers/,Kaleigh Rogers,"Nov. 10, 2022, at 4:51 PM",Donald Trump; 2022 Election; January 6th; Jan. 6 Investigation; Election Deniers; Election Deniers On The Ballot,11
article,Denying The 2020 Election Wasn’t A Winning Strategy For Political Newcomers,https://fivethirtyeight.com/features/denying-the-2020-election-wasnt-a-winning-strategy-for-political-newcomers/,Kaleigh Rogers,"Nov. 10, 2022, at 4:51 PM",Donald Trump; 2022 Election; January 6th; Jan. 6 Investigation; Election Deniers; Election Deniers On The Ballot,11
article,Candidate Quality Mattered,https://fivethirtyeight.com/features/candidate-quality-mattered/,Nate Silver,"Nov. 9, 2022, at 4:48 PM",2022 Election,33
article,Can Raphael Warnock Pull Off Another Senate Runoff?,https://fivethirtyeight.com/features/runoffs-are-sort-of-georgias-thing-now/,Alex Samuels,"Nov. 9, 2022, at 3:20 PM",2022 Election; 2022 Midterms; Georgia; Georgia Senate; Georgia Senate Runoff,20
article,Abortion Rights Are Reshaping American Politics,https://fivethirtyeight.com/features/abortion-rights-are-reshaping-american-politics/,Amelia Thomson-DeVeaux,"Nov. 9, 2022, at 1:22 PM",2022 Election; Supreme Court; Abortion,12
article,Gubernatorial Races Were A Mixed Bag For Each Party,https://fivethirtyeight.com/features/gubernatorial-races-were-a-mixed-bag-for-each-party/,Nathaniel Rakich,"Nov. 9, 2022, at 8:21 AM",2022 Election; Governors,8
article,Who Will Control The House And Senate? Here’s What We Can Say At 4:30 a.m.,https://fivethirtyeight.com/features/house-senate-results-so-far/,Geoffrey Skelley,"Nov. 9, 2022, at 4:40 AM",Polling; 2022 Election; 2022 Midterms; 2022 Senate Elections; 2022 House Elections; Election Results,17
podcast,The Pollsters Seem To Have Had A Good Night,https://fivethirtyeight.com/videos/the-pollsters-seem-to-have-had-a-good-night/,Galen Druke; Nate Silver,"Nov. 9, 2022",Politics Podcast; Video; 2022 Election; 2022 Midterms; Forecasts,27
podcast,Politics Podcast: The Red Wave Didn't Happen ,https://fivethirtyeight.com/features/politics-podcast-the-red-wave-didnt-happen/,Galen Druke; Nate Silver,"Nov. 9, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Public Opinion; Model Talk,13
article,Final Forecast: Republicans Are Favored To Win The House,https://fivethirtyeight.com/features/final-2022-house-forecast/,Nathaniel Rakich,"Nov. 8, 2022, at 2:22 AM",2022 Election; Election Update; 2022 Midterms; 2022 House Elections; 2022 Election Forecast,9
article,"Final Forecast: How Arizona, Oregon And Other States Will Vote For Governor",https://fivethirtyeight.com/features/final-2022-governor-election-forecast/,Alex Samuels,"Nov. 8, 2022, at 2:20 AM",2022 Election; 2022 Midterms; 2022 Governors Elections,6
article,Final Forecast: The Senate And Most Of Its Key Races Are Toss-Ups,https://fivethirtyeight.com/features/final-2022-senate-forecast/,Geoffrey Skelley,"Nov. 8, 2022, at 2:20 AM",2022 Election; 2022 Midterms; Forecasts; 2022 Senate Elections; Senate Forecast,5
article,Final Election Update: The Forecast Is More Or Less Back Where It Started,https://fivethirtyeight.com/features/final-2022-election-forecast/,Nate Silver,"Nov. 8, 2022, at 2:20 AM",2022 Election; Election Update,8
podcast,Republicans Are Favored In Our Final Midterm Forecasts,https://fivethirtyeight.com/videos/republicans-are-favored-in-our-final-midterm-forecasts/,Nate Silver; Galen Druke,"Nov. 7, 2022",Politics Podcast; Video; 2022 Election; Forecasts; Model Talk,12
podcast,Politics Podcast: The Final Pre-Midterm Model Talk ,https://fivethirtyeight.com/features/politics-podcast-the-final-pre-midterm-model-talk/,Galen Druke; Nate Silver,"Nov. 7, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Public Opinion; Model Talk,3
video,Here Are The States That Could Split Their Tickets This Year,https://fivethirtyeight.com/videos/here-are-the-states-that-could-split-their-tickets-this-year/,Galen Druke; Sophia Lebowitz,"Nov. 7, 2022",Video; 2022 Election; Featured video; 2022 Midterms,3
article,The 3 Big Questions I Still Have About Election Day,https://fivethirtyeight.com/features/the-3-big-questions-i-still-have-about-election-day/,Nate Silver,"Nov. 7, 2022, at 10:37 AM",2022 Election; Election Update,31
article,Why Democrats Shouldn’t Take The Asian American Vote For Granted,https://fivethirtyeight.com/features/why-democrats-shouldnt-take-the-asian-american-vote-for-granted/,Zoha Qamar,"Nov. 7, 2022, at 6:00 AM",2022 Election; Asian Voters; Asian Americans; Indian Americans,17
article,"These 28 Ballot Measures Could Affect Abortion Access, Voting Rights And More",https://fivethirtyeight.com/features/ballot-measures-abortion/,Nathaniel Rakich,"Nov. 7, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Abortion; Voting Rights; Access To Abortion; Marijuana; Ballot Initiatives; Medicaid; Gun Rights; Sports Betting,4
article,Control Of The Senate Could Rest On Abortion And Inflation In Nevada,https://fivethirtyeight.com/features/control-of-the-senate-could-rest-on-abortion-and-inflation-in-nevada/,Monica Potts,"Nov. 6, 2022, at 6:00 AM",2022 Election; Nevada Senate,11
video,Republicans Are Doing Notably Well In These Two Governors Races,https://fivethirtyeight.com/videos/republicans-are-doing-notably-well-in-these-two-governors-races/,Emily Venezky; Galen Druke; Sophia Lebowitz,"Nov. 4, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Florida; New York; 2022 Governors Elections,6
podcast,How The Two Parties Are Making Their Final Pitches To Voters,https://fivethirtyeight.com/videos/how-the-two-parties-are-making-their-final-pitches-to-voters/,Galen Druke; Kaleigh Rogers; Nathaniel Rakich,"Nov. 4, 2022",Politics Podcast; Video; 2022 Election; 2022 Midterms,6
podcast,Politics Podcast: The Issues Worth $9 Billion In Ad Spending ,https://fivethirtyeight.com/features/politics-podcast-the-issues-worth-9-billion-in-ad-spending/,Galen Druke; Kaleigh Rogers; Nathaniel Rakich,"Nov. 4, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Election; 2022 Midterms; Political Advertising,5
article,The Case For A Democratic Surprise On Election Night,https://fivethirtyeight.com/features/the-case-for-a-democratic-surprise-on-election-night/,Nate Silver,"Nov. 4, 2022, at 10:46 AM",2022 Election; Election Update,55
video,"All You Need To Know About Pennsylvania’s Senate Race, Through TV Ads",https://fivethirtyeight.com/videos/all-you-need-to-know-about-pennsylvanias-senate-race-through-tv-ads/,Nathaniel Rakich; Anna Rothschild,"Nov. 4, 2022",Video; 2022 Election; Featured video; Pennsylvania,5
article,Why Republicans Are Trying To Flip More Southern California House Districts,https://fivethirtyeight.com/features/why-republicans-are-trying-to-flip-more-southern-california-house-districts/,Geoffrey Skelley,"Nov. 4, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Republican Party; California; House of Representatives; GOP; California Politics; Los Angeles,9
article,What Americans Think About Political Violence,https://fivethirtyeight.com/features/what-americans-think-about-political-violence/,Kaleigh Rogers; Zoha Qamar,"Nov. 4, 2022, at 6:00 AM",2022 Election; Pollapalooza; Nancy Pelosi; Jan. 6 Investigation; Political Violence,10
video,"All You Need To Know About Wisconsin’s Senate Race, Through TV Ads",https://fivethirtyeight.com/videos/all-you-need-to-know-about-wisconsins-senate-race-through-tv-ads/,Nathaniel Rakich; Anna Rothschild,"Nov. 3, 2022",Video; 2022 Election; Featured video; Wisconsin,4
video,American Turning Point: Abortion Rights On The Ballot,https://fivethirtyeight.com/videos/american-turning-point-abortion-rights-on-the-ballot/,Michael Tabb,"Nov. 3, 2022",Video; 2022 Election; Featured video; Kentucky; American Turning Point; Partners In Abortion Care Clinic,4
article,Republicans Are Just A Normal Polling Error Away From A Landslide — Or Wiping Out,https://fivethirtyeight.com/features/2022-polling-error/,Nathaniel Rakich,"Nov. 3, 2022, at 6:00 AM",Polling; 2022 Election; 2022 Midterms; 2018 House Elections; 2022 Senate Elections; Polling Accuracy,44
article,What Happens If Georgia’s Senate Race Goes To A Runoff — Again?,https://fivethirtyeight.com/features/what-happens-if-georgias-senate-race-goes-to-a-runoff-again/,Alex Samuels,"Nov. 3, 2022, at 6:00 AM",2022 Election; Senate; 2022 Midterms; Georgia; 2022 Senate Elections; Georgia Senate Runoff; Raphael Warnock; Herschel Walker,7
podcast,How Do All These Republican Polls Affect The Model?,https://fivethirtyeight.com/videos/how-do-all-these-republican-polls-affect-the-model/,Galen Druke; Nate Silver,"Nov. 2, 2022",Politics Podcast; Video; 2022 Election; 2022 Midterms; Model Talk; FiveThirtyEight Senate Model,9
video,"All You Need To Know About Georgia’s Senate Race, Through TV Ads",https://fivethirtyeight.com/videos/all-you-need-to-know-about-georgias-senate-race-through-tv-ads/,Nathaniel Rakich; Anna Rothschild,"Nov. 2, 2022",Video; 2022 Election; Featured video; Georgia; Raphael Warnock; Herschel Walker,3
podcast,Politics Podcast: There Are At Least Seven Incredibly Close Senate Races ,https://fivethirtyeight.com/features/politics-podcast-there-are-at-least-seven-incredibly-close-senate-races/,Galen Druke; Nate Silver,"Nov. 2, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Public Opinion; Model Talk,4
article,The Case For A Republican Sweep On Election Night,https://fivethirtyeight.com/features/the-case-for-a-republican-sweep-on-election-night/,Nate Silver,"Nov. 2, 2022, at 9:55 AM",2022 Election; Election Update,50
article,The Republican Path To A House Majority Goes Through The Suburbs,https://fivethirtyeight.com/features/the-republican-path-to-a-house-majority-goes-through-the-suburbs/,Geoffrey Skelley,"Nov. 2, 2022, at 6:00 AM",2022 Election; 2022 Midterms; House of Representatives; Rural; Suburbs; 2022 Election Forecast; Urban,7
article,How 5 Voters Of Color Are Thinking About The Economy,https://fivethirtyeight.com/features/how-5-voters-of-color-are-thinking-about-the-economy/,Alex Samuels,"Nov. 2, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Voices Of Color,6
podcast,Where Stacey Abrams Went Wrong,https://fivethirtyeight.com/videos/where-stacey-abrams-went-wrong/,Galen Druke; Amelia Thomson-DeVeaux; Geoffrey Skelley; Alex Samuels,"Nov. 1, 2022",Politics Podcast; Video; 2022 Election; 2022 Midterms; Georgia; Stacey Abrams,10
podcast,Americans Are Still Most Concerned About Inflation,https://fivethirtyeight.com/videos/americans-are-still-most-concerned-about-inflation/,Galen Druke; Amelia Thomson-DeVeaux; Geoffrey Skelley; Alex Samuels,"Nov. 1, 2022",Politics Podcast; Video; 2022 Election; 2022 Midterms; Inflation,5
podcast,How Voters Are Reacting To Fetterman’s Debate Performance,https://fivethirtyeight.com/videos/how-voters-are-reacting-to-fettermans-debate-performance/,Galen Druke; Amelia Thomson-DeVeaux; Geoffrey Skelley; Alex Samuels,"Nov. 1, 2022",Politics Podcast; Video; 2022 Election; Pennsylvania; 2022 Midterms,5
video,Voters Will Decide The Future Of Abortion Rights In Michigan,https://fivethirtyeight.com/videos/voters-will-decide-the-future-of-abortion-rights-in-michigan/,Amelia Thomson-DeVeaux; Sophia Lebowitz,"Nov. 1, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Abortion; Michigan; Politics; Access To Abortion,4
article,"As States Banned Abortion, Thousands More Americans Got Pills Online Anyway",https://fivethirtyeight.com/features/medication-abortion-after-dobbs/,Maggie Koerth; Amelia Thomson-DeVeaux,"Nov. 1, 2022, at 11:25 AM",Abortion; Roe V. Wade; Access To Abortion,7
article,Meet The Midterm Candidates Who Attended The Jan. 6 Rally,https://fivethirtyeight.com/features/meet-the-midterm-candidates-who-attended-the-jan-6-rally/,Kaleigh Rogers,"Nov. 1, 2022, at 6:00 AM",2022 Election; Jan. 6 Investigation; Election Deniers; Right-wing Extremism,26
podcast,Politics Podcast: The Pennsylvania Senate Race Is On A Knife’s Edge ,https://fivethirtyeight.com/features/politics-podcast-the-pennsylvania-senate-race-is-on-a-knifes-edge/,Galen Druke; Alex Samuels; Amelia Thomson-DeVeaux; Geoffrey Skelley,"Oct. 31, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Election; 2022 Midterms; Education; Latino Voters; Political Advertising,5
article,What Happened To Stacey Abrams?,https://fivethirtyeight.com/features/what-happened-to-stacey-abrams/,Alex Samuels,"Oct. 31, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Georgia; Governors; Stacey Abrams; Brian Kemp,43
article,"Overturning Roe Has Meant At Least 10,000 Fewer Legal Abortions",https://fivethirtyeight.com/features/overturning-roe-has-meant-at-least-10000-fewer-legal-abortions/,Maggie Koerth; Amelia Thomson-DeVeaux,"Oct. 30, 2022, at 9:00 AM",Abortion; Roe V. Wade,31
podcast,What Does The Midterm Model Say With Two Weeks Left?,https://fivethirtyeight.com/videos/what-does-the-midterm-model-say-with-two-weeks-left/,None/All,"Oct. 29, 2022",Politics Podcast; Video; 2022 Election; Featured video,3
video,Could A Republican Really Win The Oregon Governor’s Race?,https://fivethirtyeight.com/videos/could-a-republican-really-win-the-oregon-governors-race/,Emily Venezky; Galen Druke; Sophia Lebowitz,"Oct. 28, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Politics; Oregon Politics,8
video,Candidates Are Sitting Out Debates. Will Voters Care?,https://fivethirtyeight.com/videos/candidates-are-sitting-out-debates-will-voters-care/,Galen Druke; Sophia Lebowitz,"Oct. 28, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Debates,6
article,Where Our Model Thinks The Polls Might Be Biased,https://fivethirtyeight.com/features/where-our-model-thinks-the-polls-might-be-biased/,Nate Silver,"Oct. 28, 2022, at 9:52 AM",2022 Election; Election Update,25
article,"The Supreme Court Could Overturn Another Major Precedent. This Time, Americans Might Agree.",https://fivethirtyeight.com/features/the-supreme-court-could-overturn-another-major-precedent-this-time-americans-might-agree/,Amelia Thomson-DeVeaux; Zoha Qamar,"Oct. 28, 2022, at 6:00 AM",Supreme Court; Pollapalooza; Affirmative Action,28
podcast,Politics Podcast: Live From D.C. … This Is Model Talk ,https://fivethirtyeight.com/features/politics-podcast-live-from-d-c-this-is-model-talk/,Galen Druke; Nate Silver; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Oct. 27, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Public Opinion; Model Talk,2
video,Will Arizona’s Abortion Laws Go Back To The 1800s?,https://fivethirtyeight.com/videos/will-arizonas-abortion-laws-go-back-to-the-1800s/,Amelia Thomson-DeVeaux; Sophia Lebowitz,"Oct. 27, 2022",Video; 2022 Election; Featured video; 2022 Midterms; Abortion; Access To Abortion,5
video,American Turning Point: Grassroots Gun Reform,https://fivethirtyeight.com/videos/american-turning-point-grassroots-gun-reform/,None/All,"Oct. 27, 2022",Video; 2022 Election; Featured video; American Turning Point,5
article,Voters Don’t Think Either Party Deserves To Govern,https://fivethirtyeight.com/features/ipsos-preelection-survey-likely-voters/,Geoffrey Skelley; Holly Fuong,"Oct. 27, 2022, at 12:00 PM",2022 Election; Republicans; 2022 Midterms; Democrats; Inflation; Likely Voters; American Issues; Ipsos,10
article,How Much Power Do Christians Really Have?,https://fivethirtyeight.com/features/how-much-power-do-christians-really-have/,Amelia Thomson-DeVeaux,"Oct. 27, 2022, at 6:00 AM",Religion; Partisanship; Polarization; Culture Wars; Invisible Divides,40
podcast,How A College Education Divides American Voters,https://fivethirtyeight.com/videos/how-a-college-education-divides-american-voters/,None/All,"Oct. 26, 2022",Politics Podcast; Video; 2022 Election; Featured video,11
article,Who Are The People Who Don’t Respond To Polls?,https://fivethirtyeight.com/features/nonresponse-bias-ipsos-poll-findings/,Sarah Feldman; Bernard Mendez,"Oct. 26, 2022, at 1:06 PM",Donald Trump; Polls; 2022 Election; Polling Bias; American Issues; Response Rates,12
article,The Most Important Elections Of 2022 Could Be In State Legislatures,https://fivethirtyeight.com/features/state-government-elections/,Nathaniel Rakich,"Oct. 26, 2022, at 6:00 AM",2022 Election; 2022 Midterms; State Legislatures; 2022 Governors Elections; State Legislature Elections; Trifectas,11
article,The Midterms Could Set A New Record For Female Governors — And Send Fewer Women To Congress,https://fivethirtyeight.com/features/the-midterms-could-set-a-new-record-for-female-governors-and-send-fewer-women-to-congress/,Amelia Thomson-DeVeaux; Meredith Conroy,"Oct. 26, 2022, at 6:00 AM",Congress; 2022 Election; Election Update; 2022 Midterms; Governors; Women in Politics,9
podcast,A Quarter Of Latino Adults Don’t Favor Any Midterm Candidate,https://fivethirtyeight.com/videos/a-quarter-of-latino-adults-dont-favor-any-midterm-candidate/,None/All,"Oct. 25, 2022",Politics Podcast; Video; 2022 Election; Featured video,4
podcast,How Much Do Campaign Ads Really Matter?,https://fivethirtyeight.com/videos/how-much-do-campaign-ads-really-matter/,None/All,"Oct. 25, 2022",Politics Podcast; Video; 2022 Election; Featured video; 2022 Midterms,2
video,American Turning Point: Politics In Public Education,https://fivethirtyeight.com/videos/american-turning-point-politics-in-public-education/,None/All,"Oct. 25, 2022",Video; 2022 Election; Featured video; 2022 Midterms; American Turning Point,7
article,Most Candidates Who Think 2020 Was Rigged Are Probably Going To Win In November,https://fivethirtyeight.com/features/most-candidates-who-think-2020-was-rigged-was-are-probably-going-to-win-in-november/,Kaleigh Rogers,"Oct. 25, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Election Deniers; Election Deniers On The Ballot,55
article,You’re Not Imagining It: There Are Fewer Polls This Cycle,https://fivethirtyeight.com/features/youre-not-imagining-it-there-are-fewer-polls-this-cycle/,Geoffrey Skelley,"Oct. 25, 2022, at 6:00 AM",2022 Election; Senate; House of Representatives; Partisanship; Pollsters; 2022 Governors Elections; Polling Bias; Internal Polls; Polling Industry,16
podcast,Politics Podcast: Increased Ad Spending Won’t Save Democrats ,https://fivethirtyeight.com/features/politics-podcast-increased-ad-spending-wont-save-democrats/,Galen Druke; Monica Potts; Nate Silver; Nathaniel Rakich,"Oct. 24, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Election; 2022 Midterms; Education; Latino Voters; Political Advertising,4
article,The Polls Are Getting Better For Republicans,https://fivethirtyeight.com/features/gop-polls/,Nathaniel Rakich,"Oct. 24, 2022, at 6:04 PM",Polling; Polls; 2022 Election; Election Update; Republicans; 2022 Midterms; Democrats; Generic Ballot,18
article,Is College Worth It? Voters Are Split.,https://fivethirtyeight.com/features/invisible-divides-college/,Monica Potts,"Oct. 24, 2022, at 6:00 AM",Polling; 2022 Midterms; Partisanship; Higher Education; College; Invisible Divides,22
article,Will Republican Gains In South Texas Win Them More House Seats?,https://fivethirtyeight.com/features/will-republican-gains-in-south-texas-win-them-more-house-seats/,Alex Samuels,"Oct. 24, 2022, at 6:00 AM",2022 Election; 2022 Midterms; Texas; Redistricting,9
video,Why Republicans’ Odds Of Controlling Congress Have Improved,https://fivethirtyeight.com/videos/why-republicans-odds-of-controlling-congress-have-improved/,Galen Druke; Sophia Lebowitz,"Oct. 21, 2022",Video; 2022 Election; Featured video,15
article,Why I’m Telling My Friends That The Senate Is A Toss-Up,https://fivethirtyeight.com/features/the-senate-is-a-toss-up/,Nate Silver,"Oct. 21, 2022, at 6:00 AM",Congress; 2022 Election; Senate; Georgia Senate; Polling Bias; Polling Averages; Pennsylvania Senate; Arizona Senate,64
podcast,Politics Podcast: Don't Obsess Over The Polling Crosstabs! ,https://fivethirtyeight.com/features/politics-podcast-dont-obsess-over-the-polling-crosstabs/,Galen Druke; Nate Silver,"Oct. 20, 2022",FiveThirtyEight Podcasts; Politics Podcast; Public Opinion; Model Talk,6
video,We Watched 100+ Republican TV Ads So You Don’t Have To,https://fivethirtyeight.com/videos/we-watched-100-republican-tv-ads-so-you-dont-have-to/,Nathaniel Rakich; Anna Rothschild,"Oct. 20, 2022",Video; 2022 Election; Featured video,8
