,0_religiosity,0_frequency_religious_practices,0_change_frequency_religious_practices,0_frequency_meditation,0_change_frequency_meditation,0_prior_attention,0_international,0_taking_medication,1_psychedelic_consumed,2_how_times_consumed,2_qualification_experience,2_microdosing_program,2_change_consumption,2_decrease_by_factors,3_psychedelic_but_meaningful,4_psychedelic_last_time,5_psychedelic_reasons,5_other_reason,6_psychoactives_consumed,6_other_psychoactive,7_marihuana,7 stimulants,7_sedatives,7_antidepressants or antipsychotics,7_dissociative,7_mdma,7_other,7_marijuana_decreased_by_external_factors,7_stimulants_decrease_by_external_factors,7_sedatives_reduced_by_external_factors,7_antidepressants or antipsychotics_decreased_by_external_factors,7_dissociative_decreased_by_external_factors,7_mdma_decreased_by_external_factors,7_other_decreased_due_to_external_factors,7_tobacco,7_tobacco_decreased_due_to_external_factors,7_caffeine,7_caffeine_decreased_by_external_factors,7_alcohol,7_alcohol_decreased_by_external_factors,8_calm,8_insurance,8_tense,8_disgusted,8_like_a_fish_in_water,8_changed,8_concerned_possible_problem,8_satisfied,8_scared,8_comfortable,8_confident,8_nervous,8_agitated,8 undecided,8_quiet,8_to_taste,8 worried,8_stunned,8 balanced,8_good,9_good,9_nervous,9_to_taste,9_I_wish_to_be_so_happy,9_sorry_that_failed,9_rested,9_calm_serene_calm,9_difficulties_piling_up,9_I worry_about_unimportant_things,happy,9_bad_thoughts,9_lack_trust,9_insurance,9_decide_quickly,9_out_of_place,9_satisfied,9_unimportant_things_occupy_annoy,9_disappointments_affect,9_person_stable,9_things_between_hands_nervous_tense,10_interested,10 distressed,10_excited_excited,10_affected,10_strong,10_culpable,10_scared,10_aggressive,10 excited,10_satisfied_with_himself,10_irritable,10_awake,10_ashamed,10_inspired,10_nervous,10_decided,10_concentrated,10_agitated,10_active,10_scary,11_I_know_what_I_want_to,11_accept_what_goes_wrong,11_it_imports_to_think_about_the_future,11_I_can_say_what_I_think,11_people_like_me,11_will_achieve_goals,11_story_with_people_who_help,11_in_general_I_get_on_good_with_people,11_I_do_what_I_want,11_capable_of_thinking_life_project,11_accept_mistakes_improve,11_make_decisions_without_hesitating,11_face_obligations_without_problems,12_I_carry_out_plans_until_the_end,12_handling_problems_different_modes,12_do_things_without_depending,12_I keep_interest_important_things,12_take_things_without_concern,12_friendly_withme,12_manage_several_things,12_decided,12_rare_times_I_ask_the_purpose_of_things,12_I_do_things_by_one,12_self_disciplined,12_maintain_interest,12_usually_find_things_to_laugh about,12_confidence_in_my_going_through_difficult_times,12_in_emergencies_you_can_trust_me,12_see_situation_several_points_of_view,12_my_life_has_sense,12_I_don't_insist_in_things_that_I_can't_do_anything,12_meeting_exit_in_difficult_situation,12_I_have_energy_for_what_I_have_to_do,12_I_feel_comfortable_if_there_are_people_who_don't_like_me,13_login_disclaimer_fork,hash
4945,35,5,50,4,50,1,2,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,6,5",-999,40,-999,68,60,-999,-999,-999,true,-999,0,0,-999,-999,-999,-999,-999,50,0,-999,-999,2,3,3,2,3,2,3,1,2,3,1,2,2,2,2,2,3,1,2,2,1,3,1,4,3,2,2,3,4,2,3,3,2,1,4,1,2,2,2,3,3,4,3,3,2,4,3,3,3,2,4,2,4,3,4,3,3,3,1,3,3,1,2,1,2,3,2,2,2,2,1,3,3,2,3,3,3,2,4,3,3,2,4,2,3,5,4,4,5,3,4,4,2,1,2,-7784659480023705028
4946,25,5,50,4,78,1,2,2,"1,2",3,81,2,1,0,2,5,"1,2",-999,"1,2,4,8,9",-999,0,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,0,-999,63,0,51,0,54,0,3,2,2,2,2,1,2,2,1,3,3,1,1,2,4,2,2,1,3,2,4,1,4,2,1,3,4,2,2,3,2,2,2,2,2,3,2,2,4,1,4,1,2,2,4,1,1,1,3,4,2,3,1,2,1,3,3,1,3,1,3,1,1,2,1,1,1,1,2,2,1,2,2,4,6,5,5,6,5,5,3,4,3,2,4,6,6,6,5,5,4,4,4,4,2,555319660494387626
4947,38,5,50,4,49,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"8,4",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,50,0,47,0,3,2,1,2,2,1,1,3,2,3,3,1,1,2,3,3,2,1,3,3,3,2,3,2,2,2,4,1,1,4,2,2,3,2,2,3,2,1,3,1,4,2,4,3,4,2,3,1,4,5,1,2,1,4,2,4,2,1,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,6,6,6,5,6,6,6,5,1,2,3,5,7,5,4,6,6,6,5,3,3,2,-7994084170239766211
4948,8,4,0,3,100,1,2,2,"1,2",2,37,2,1,0,2,4,2,-999,"1,4,9,8",-999,75,-999,-999,-999,-999,11,-999,0,-999,-999,-999,-999,true,-999,-999,-999,53,0,37,0,3,3,2,2,3,1,2,2,2,3,3,2,1,2,2,3,2,1,3,3,2,3,3,2,2,1,1,2,3,3,3,3,2,1,2,2,3,2,2,3,3,2,3,2,3,2,2,1,2,4,2,3,1,4,1,2,3,1,3,2,1,1,1,2,1,2,1,1,2,1,1,3,2,3,3,4,4,1,2,6,1,5,2,2,4,6,5,6,6,6,2,6,4,6,2,6112359277240519163
4949,0,5,50,4,49,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,-999,-999,-999,47,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,1,3,2,1,2,2,1,2,2,3,2,1,1,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,1,2,1,3,3,2,2,3,2,3,1,4,1,4,2,4,1,1,1,4,4,2,5,1,5,1,5,4,1,5,1,1,1,3,1,2,2,1,2,1,2,1,1,2,6,7,7,6,6,4,5,7,7,7,6,6,6,6,6,7,6,7,7,6,3,2,4426993404763685044
4950,0,5,50,4,35,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,0,69,0,2,3,2,1,3,2,4,1,3,2,3,3,1,1,2,3,3,1,2,4,4,3,4,2,1,3,3,2,4,4,1,1,4,4,2,4,1,1,4,2,4,2,4,1,5,1,3,1,5,5,1,4,1,4,2,5,5,1,4,2,1,1,1,1,1,1,2,1,1,1,2,1,1,7,4,6,6,3,5,5,7,3,6,7,6,5,6,7,5,6,2,6,7,3,2,3366764028662849866
4951,0,5,50,4,55,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,45,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,21,0,25,0,100,0,1,1,4,4,2,4,4,1,4,1,1,4,2,3,1,1,4,3,1,1,2,3,2,3,2,1,1,3,3,2,3,3,2,1,2,2,3,3,1,2,3,4,2,3,2,1,4,3,1,1,5,1,1,3,5,2,2,3,2,3,2,1,1,1,2,1,2,2,1,1,1,3,1,5,6,4,6,1,4,5,3,6,4,7,4,6,5,7,7,5,4,6,3,3,2,-3055638014250174240
4952,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,6,8",-999,0,-999,-999,0,-999,-999,-999,0,-999,-999,0,-999,-999,-999,0,0,100,0,59,0,2,2,2,1,1,1,1,2,2,3,2,1,1,2,2,1,1,1,2,2,3,1,2,1,2,2,4,1,3,2,2,3,2,3,1,2,2,2,3,1,3,2,3,2,2,2,2,1,3,2,1,3,1,3,1,4,2,1,3,2,1,1,1,2,2,2,1,1,2,1,1,3,3,4,5,7,7,1,4,5,4,1,3,3,5,6,4,5,5,5,4,4,3,3,2,7951179420274547639
4953,0,5,50,4,47,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,5,8",-999,-999,-999,5,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,50,0,65,0,75,0,2,3,2,1,2,1,2,3,2,3,3,2,1,1,3,3,2,1,3,3,3,2,3,3,2,2,4,2,1,3,2,2,3,3,1,3,2,2,3,1,4,2,3,2,4,1,1,1,3,4,1,4,1,4,1,4,3,1,4,2,1,1,1,1,2,1,2,2,3,1,1,2,2,5,5,5,6,7,7,6,6,2,3,3,6,7,6,6,6,6,6,6,6,4,2,8829416741174557139
4954,26,4,0,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,79,0,61,0,3,2,1,2,3,1,2,2,1,3,2,1,1,1,4,3,1,2,3,3,4,1,3,3,2,4,4,2,2,3,2,1,2,3,1,3,2,3,4,1,4,2,5,2,4,1,1,2,5,4,2,4,1,5,1,4,4,1,5,2,3,2,1,1,2,2,1,1,1,1,1,1,3,7,6,5,5,6,6,4,6,5,3,4,4,7,6,7,7,5,7,5,6,6,2,-2777494659413559904
4955,0,5,50,3,79,1,1,2,2,3,99,2,0,true,-999,5,"1,5,6,7",-999,"1,2,3,4,5,6,8",-999,3,60,21,19,-999,-999,-999,0,0,0,0,-999,-999,-999,100,0,100,0,59,0,3,4,3,1,2,1,2,2,1,2,3,2,1,1,2,3,2,2,1,3,1,2,2,4,3,2,1,4,4,3,4,3,2,1,3,1,3,4,2,3,5,1,4,3,5,1,1,1,4,5,2,5,1,5,2,5,5,1,5,2,1,1,1,1,1,1,1,1,2,1,1,2,1,6,4,5,6,1,1,2,4,2,1,4,5,6,7,7,7,6,4,7,6,4,2,-1187891887479992562
4956,80,1,50,4,49,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,52,0,52,0,2,3,2,2,1,3,3,3,1,3,2,2,1,1,2,2,2,2,2,3,4,2,2,1,2,2,2,1,2,4,3,2,3,2,1,3,3,3,2,2,2,3,2,2,3,2,1,4,2,3,4,2,1,2,4,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,2,2,4,5,6,6,3,4,5,5,2,3,5,6,7,4,5,5,7,3,5,6,3,2,-861190465677638556
4957,84,2,81,2,100,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,80,0,58,0,2,2,3,3,2,1,3,2,3,2,2,3,3,1,2,1,4,1,2,2,3,3,2,3,3,1,2,3,3,2,2,4,2,3,4,2,3,2,2,3,3,4,2,4,3,1,2,2,2,3,4,2,1,1,4,2,1,4,2,3,1,1,1,1,2,2,1,2,2,1,1,3,2,5,3,2,3,2,3,3,2,2,7,5,6,5,4,1,3,1,2,2,2,2,2,5162723716359714162
4958,0,5,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,46,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,70,0,34,true,4,4,2,1,4,1,1,3,1,4,4,1,1,1,4,4,2,1,3,4,4,3,4,2,2,3,3,1,2,4,1,2,4,4,2,4,2,2,4,2,5,2,3,2,4,1,2,2,4,5,1,3,1,5,2,4,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,6,4,6,7,1,5,6,6,1,1,5,6,7,6,6,7,7,6,6,6,3,2,1040643160579298151
4959,0,5,50,4,42,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,58,0,24,true,2,1,4,4,2,3,4,1,3,2,1,1,1,4,2,1,3,3,1,2,2,2,1,3,4,2,4,4,3,2,2,4,1,1,2,1,3,2,3,2,3,4,2,4,2,5,4,3,1,1,2,3,5,3,1,1,1,1,2,5,3,3,1,3,2,3,3,2,1,2,2,3,3,1,5,2,7,2,2,2,3,1,4,1,4,2,1,6,6,3,2,4,2,6,2,-2679586931521992297
4960,0,5,50,5,50,1,2,2,2,5,100,2,0,0,-999,7,1,-999,"1,4,5,6,8",-999,0,-999,13,0,-999,-999,-999,true,-999,0,0,-999,-999,-999,-999,-999,11,0,76,0,3,4,2,1,3,1,2,2,2,3,3,2,1,1,2,3,3,1,1,2,3,2,2,3,2,1,3,2,4,3,3,3,2,1,4,2,4,1,3,3,4,2,4,2,3,1,2,1,4,3,3,3,1,2,2,3,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,2,3,5,4,5,2,2,2,1,1,2,4,4,6,4,4,5,3,6,4,3,1,2,1619086158597136327
4961,21,4,19,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,true,26,true,3,3,2,1,2,1,1,3,1,4,4,1,1,2,3,3,2,1,4,4,4,2,4,3,2,3,4,2,2,4,2,1,4,3,1,4,2,1,4,1,5,2,1,1,5,1,1,1,5,5,1,4,1,5,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,7,5,7,7,1,6,7,7,4,2,7,7,7,7,7,7,7,5,6,7,6,2,-3455983042315424847
4962,0,5,50,4,36,1,2,2,1,2,51,2,50,0,-999,9,"1,5",-999,"1,3,4,8",-999,50,50,-999,-999,-999,-999,-999,0,0,-999,-999,-999,-999,-999,-999,-999,42,0,55,0,3,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,1,2,2,3,1,2,1,2,2,3,1,2,2,2,2,2,3,1,2,3,1,3,1,3,1,4,1,3,2,1,1,3,3,2,4,1,4,1,4,3,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,2,6,6,6,5,4,3,3,5,1,3,4,5,3,6,5,7,6,7,7,7,5,2,-9085525835799942877
4963,1,4,0,4,0,1,2,2,"2,7",10,100,2,0,true,2,4,"1,2,5,6",-999,"1,2,4,7,8,9",-999,100,-999,-999,-999,0,0,-999,0,-999,-999,-999,true,true,-999,100,0,6,0,100,0,3,2,3,3,2,2,3,2,3,2,3,4,3,3,2,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,4,2,3,3,2,2,3,4,1,4,3,4,4,3,2,2,4,2,2,3,4,3,1,2,3,2,2,1,1,1,1,1,1,1,2,3,1,2,3,1,5,2,3,6,5,5,4,2,5,4,1,6,7,6,6,4,5,4,1,1,2,-695563288499913535
4964,88,1,64,4,60,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,16,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,35,0,30,0,3,3,2,2,2,2,2,3,2,3,3,2,1,2,3,3,2,2,3,3,4,2,3,2,2,3,2,2,2,4,3,2,4,4,2,3,2,2,3,2,4,2,4,2,4,3,2,3,4,4,4,4,3,4,2,4,4,2,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,6,6,5,5,5,7,6,7,5,5,4,6,7,6,7,7,7,5,6,7,2,2,-395699852164934132
4965,0,5,50,3,66,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,8",-999,63,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,63,0,2,3,2,3,1,2,2,2,1,3,3,1,1,2,2,2,3,1,3,2,3,2,3,2,2,2,3,1,2,4,2,2,3,3,2,3,2,3,3,3,3,4,2,3,3,2,2,2,3,4,3,4,1,3,1,3,2,1,4,1,1,2,1,2,2,1,1,2,1,1,1,1,1,7,5,6,6,2,5,5,6,1,4,5,6,5,6,5,6,7,5,5,6,5,2,-6776693455475083471
4966,0,4,71,4,100,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,23,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,0,38,0,100,0,3,3,2,1,2,2,2,3,2,4,4,2,2,1,3,4,2,3,3,4,2,3,2,2,1,1,4,3,4,2,1,1,3,3,4,3,3,4,4,4,4,2,5,3,4,1,2,2,5,5,2,4,1,4,2,4,4,2,5,2,1,1,2,1,1,1,1,1,1,1,1,2,2,7,6,7,7,3,7,7,7,4,4,7,7,7,7,7,7,4,7,7,4,7,2,6970562401220494272
4967,0,5,50,5,50,2,2,2,2,2,69,2,65,0,-999,3,2,-999,"1,4,8,9",-999,75,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,true,-999,-999,-999,63,0,76,0,4,4,2,1,3,1,1,3,1,4,4,1,1,2,4,4,1,1,3,4,4,1,4,2,1,3,3,1,2,4,2,1,3,4,1,4,2,1,4,1,5,2,5,1,3,1,3,2,5,5,2,5,2,5,1,4,4,2,5,2,1,1,1,1,1,1,1,1,1,3,1,1,3,6,7,4,5,5,6,7,6,6,3,5,6,7,7,6,6,4,7,7,4,5,2,8060368299507613341
4968,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,8",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,58,0,63,0,3,3,2,2,1,2,3,2,1,2,2,2,1,4,2,1,3,1,2,2,3,3,3,1,3,2,2,2,2,3,1,2,3,1,1,3,2,1,3,1,5,3,3,4,2,3,1,1,3,3,2,3,3,4,2,1,3,1,4,4,3,2,1,3,1,1,1,1,3,2,1,3,2,4,7,7,5,3,6,7,2,3,5,5,6,7,5,5,6,6,3,6,7,4,2,-2743051212393181061
4969,85,2,96,4,57,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"8,4,5",-999,-999,-999,63,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,61,0,69,0,3,2,2,1,1,2,2,3,2,3,3,2,1,1,3,3,2,1,3,3,3,2,3,2,2,2,2,1,2,3,2,1,3,4,2,3,2,2,4,2,3,2,3,2,4,1,3,2,4,4,2,1,1,3,3,4,1,1,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,6,7,5,6,5,6,7,7,6,3,3,6,7,7,6,4,7,4,6,6,5,2,-6909761633560118586
4970,35,4,37,4,60,2,2,2,1,8,72,2,0,0,-999,9,5,-999,1,-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,2,2,1,2,1,3,2,1,3,4,2,1,1,3,2,3,1,3,3,3,2,3,2,2,3,4,2,2,3,2,1,3,3,2,3,2,1,4,2,5,2,4,3,4,1,1,1,4,4,3,3,1,5,2,4,3,1,4,2,1,1,1,2,1,1,2,1,2,3,1,2,2,6,6,7,5,4,5,6,6,3,4,5,6,6,7,7,6,7,6,5,5,4,2,-3351325461634233069
4971,10,4,47,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,48,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,97,0,0,0,83,0,3,4,2,2,1,2,4,3,1,2,4,3,3,1,2,2,2,1,3,3,2,4,2,4,2,1,1,2,2,2,4,1,3,4,1,2,4,4,4,2,2,2,2,3,4,1,2,4,1,3,4,2,1,2,4,2,4,3,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,7,7,7,6,1,4,6,5,2,3,4,5,3,4,6,6,5,3,6,3,5,2,-3833276029090988864
4972,0,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,8",-999,49,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,32,true,84,0,77,0,3,3,1,1,3,2,1,3,1,4,3,1,1,1,3,3,1,1,3,3,3,2,4,1,1,3,4,1,1,4,1,1,4,4,1,3,2,2,4,1,4,1,4,2,4,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,1,1,1,1,2,1,1,2,2,1,1,1,1,7,5,3,6,4,6,7,7,2,3,4,6,7,7,7,7,7,7,7,7,7,2,-2303632291893024021
4973,77,2,59,2,52,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"2,4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,48,0,52,0,4,3,1,1,3,1,2,3,1,3,3,1,1,1,3,3,2,1,3,3,4,1,4,1,2,3,3,2,2,4,2,1,4,4,2,4,2,2,3,2,4,1,3,2,3,1,1,1,4,4,1,4,1,4,1,4,4,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,6,4,6,6,4,6,6,6,4,1,1,6,6,6,6,6,6,4,6,6,2,2,1708898922848291250
4974,1,4,70,5,50,1,1,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,4,5,6",-999,0,-999,0,0,-999,-999,-999,0,-999,0,0,-999,-999,-999,-999,-999,79,0,-999,-999,2,1,4,3,2,2,4,2,4,2,1,2,2,1,2,2,4,2,1,1,2,3,2,4,3,1,3,2,2,2,2,4,2,1,4,2,4,2,2,3,5,2,1,4,1,5,5,2,1,2,4,5,3,1,3,1,1,4,5,4,2,1,2,3,2,3,3,2,2,1,1,2,1,7,7,7,5,1,3,7,4,1,1,4,5,4,1,6,5,6,4,5,5,1,2,-8357500620759676317
4975,0,5,50,4,58,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4",-999,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,89,0,44,0,-999,-999,1,1,4,3,1,4,4,1,2,1,1,4,3,4,1,1,4,3,2,1,2,3,1,3,4,1,2,3,4,1,4,4,1,1,4,1,4,4,2,4,2,5,1,5,3,5,4,5,1,1,5,5,4,3,5,1,1,4,5,3,1,3,1,1,1,3,2,3,3,3,3,3,1,1,7,7,5,1,3,3,1,1,1,1,5,5,1,7,7,1,6,6,3,1,2,-3903900363533972726
4976,0,5,50,2,91,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,8",-999,50,-999,50,-999,-999,-999,-999,0,-999,0,-999,-999,-999,-999,50,0,50,0,38,0,2,2,3,3,1,2,3,2,2,3,3,2,1,2,2,2,3,2,3,3,4,2,3,3,2,2,2,2,2,3,2,2,3,2,2,3,1,3,3,2,4,3,2,3,4,1,2,2,4,4,2,4,1,4,4,3,4,2,5,2,1,2,1,1,2,1,1,1,2,1,1,2,1,6,7,7,7,4,5,7,5,2,5,5,6,7,7,7,7,6,6,7,6,2,2,4799504209761894283
4977,40,3,78,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4,5,6,8",-999,11,-999,38,0,-999,-999,-999,0,-999,0,0,-999,-999,-999,0,0,0,0,38,0,2,1,3,2,1,1,4,2,3,2,3,2,1,2,2,2,4,3,2,2,3,3,2,3,2,2,4,2,2,2,3,2,2,3,2,1,2,2,3,2,3,4,3,4,3,4,3,1,3,3,4,3,1,2,3,3,2,1,3,3,3,1,1,2,1,1,1,1,1,1,1,1,2,6,5,6,6,3,5,6,5,2,2,3,6,5,5,7,7,7,5,5,3,2,2,-6987744415401630996
4978,23,5,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12,0,0,true,3,3,2,3,1,2,2,2,3,2,3,2,2,1,3,3,3,2,3,3,2,3,3,2,2,3,2,3,4,2,4,2,3,3,2,2,4,4,2,3,3,2,1,3,3,4,3,2,1,3,3,2,1,2,3,2,2,3,2,3,2,1,1,2,2,2,1,1,1,1,1,1,1,5,4,4,5,3,5,2,6,1,1,5,3,6,5,6,6,6,3,5,5,2,2,4754886009863753613
4979,19,5,50,3,66,1,2,2,2,2,66,2,22,true,-999,3,"1,5,7",-999,"1,2,4,8",-999,28,-999,-999,-999,-999,-999,-999,true,-999,-999,-999,-999,-999,-999,0,0,20,0,22,true,2,1,2,3,1,3,3,1,2,1,2,1,1,3,2,2,2,1,2,2,3,1,3,2,2,3,3,2,1,3,2,2,3,3,3,3,2,1,3,2,2,2,2,5,2,4,4,3,2,3,3,2,3,1,2,2,1,3,2,3,2,1,2,2,1,2,1,1,2,2,1,2,3,4,6,5,5,4,4,4,3,5,6,5,4,6,4,6,6,4,3,4,4,4,2,41115629189588919
4980,0,5,50,4,67,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"1,2,4",-999,91,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,84,0,78,0,-999,-999,2,3,3,3,1,3,2,1,4,2,2,3,2,2,2,2,4,2,2,1,4,2,3,3,2,1,2,1,2,3,3,1,3,3,2,2,3,2,3,2,3,5,3,5,3,2,5,3,2,2,4,3,2,2,4,3,3,3,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,5,6,7,7,4,6,5,6,1,4,3,4,6,4,6,7,6,6,6,4,1,2,-6471210764653236041
4981,90,1,50,5,50,2,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,45,true,-999,-999,2,1,3,4,2,4,4,2,4,2,2,4,1,4,2,2,4,2,1,2,2,3,1,4,2,2,2,2,4,2,4,4,1,1,2,2,4,3,2,4,5,5,2,4,2,1,5,1,2,2,4,3,2,5,5,2,4,2,4,5,2,1,1,3,1,1,1,1,2,1,1,3,1,6,6,6,7,1,3,6,3,2,3,6,6,6,2,6,7,7,3,6,3,1,2,422063453971836431
4982,70,4,50,5,50,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,"4,8",-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,28,0,0,true,2,3,4,2,1,4,4,2,2,1,2,4,4,3,1,1,3,3,1,2,3,3,4,2,2,2,2,3,2,3,2,2,2,2,2,3,3,1,3,1,5,4,4,4,3,2,3,4,4,4,5,3,3,3,4,3,4,5,4,3,1,2,2,2,1,2,1,1,2,1,1,3,2,6,6,5,6,1,5,3,3,5,5,3,5,6,5,4,5,6,3,5,2,4,2,-1099359367711051957
4983,0,5,50,4,49,2,2,2,2,5,66,2,0,0,-999,7,"2,1",-999,"1,2,4,8",-999,100,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,-999,0,0,55,0,24,0,3,4,2,1,4,2,1,3,1,3,3,2,1,3,3,3,2,1,2,3,3,1,3,3,2,3,2,2,4,4,2,2,3,3,1,3,3,2,3,1,2,1,2,3,3,2,1,1,2,3,3,2,1,4,1,4,4,1,3,1,2,3,1,1,1,1,1,1,2,1,2,1,1,4,5,5,5,3,3,5,6,2,4,6,4,6,4,7,4,7,3,6,6,4,2,-3164490401185340648
4984,0,5,50,4,57,2,2,2,"1,2,3,4,6,7,5",500,71,2,79,0,1,1,"5,3,1,2",-999,"1,3,4,5,6,7,8,9",-999,46,49,49,49,49,50,-999,0,0,0,0,0,0,-999,-999,-999,73,0,69,0,3,3,2,1,3,1,1,2,1,3,3,1,1,2,3,2,2,1,3,3,2,1,3,2,1,3,4,2,2,2,2,1,3,2,2,2,2,2,4,1,4,2,3,2,4,1,1,1,3,4,1,4,1,4,1,3,4,1,4,1,2,1,1,1,2,1,1,1,1,1,1,2,1,6,6,5,6,3,6,7,4,1,3,6,6,7,7,7,7,4,2,6,5,7,2,-5181906650187678588
